IHCBMM.xaa;201
IIEBMN.xaa;201
IEADRP.xaa;202
IIABMP.xaa;203
IHBAMN.xaa;207
IHEBMN.xaa;210
IIBDRO.xaa;212
IICARO.xaa;215
IECARM.xaa;215
IDAAMP.xaa;218
IGCBMM.xaa;219
IFADRP.xaa;219
IECARO.xaa;220
IDBDMO.xaa;222
IFCARO.xaa;223
IDCBRN.xaa;223
IJEBMN.xaa;224
IGCARO.xaa;224
IKCARO.xaa;226
IGADRP.xaa;227
IIBDRN.xaa;227
IFEBRM.xaa;227
IIBARM.xaa;228
IDABMM.xaa;229
IKCBMN.xaa;231
IDAARP.xaa;233
IKEBRO.xaa;237
IEBDRO.xaa;238
IDBDRO.xaa;242
IEEARO.xaa;243
IBBDRM.xaa;244
IDADRP.xaa;247
IDADMP.xaa;247
IABDRN.xaa;249
ICBARN.xaa;257
IEEARM.xaa;261
IEABMM.xaa;263
IHCARO.xaa;264
IECAMN.xaa;264
IJEAMO.xaa;266
IDEARM.xaa;272
IGEAMO.xaa;279
IGBARM.xaa;279
IJEDRN.xaa;280
IAADMP.xaa;283
IHBARM.xaa;284
IBBDMN.xaa;287
IAADMM.xaa;288
IFAARP.xaa;290
IDBDRN.xaa;296
IFEDMO.xaa;310
IEBDMO.xaa;312
IEADMP.xaa;315
IFAAMP.xaa;315
IEBDRN.xaa;319
ICAAMN.xaa;319
IDBBRN.xaa;321
IFBDRN.xaa;323
IGEAMM.xaa;323
IIADMP.xaa;323
ICEARN.xaa;328
IIEDRO.xaa;329
IGAARP.xaa;333
IFCAMN.xaa;335
IGCAMN.xaa;336
IIEDMO.xaa;339
IFCARM.xaa;341
IJCAMN.xaa;341
ICABMO.xaa;343
IFBDRO.xaa;346
IEEAMN.xaa;348
IHEAMO.xaa;349
ICBDMO.xaa;351
ICEDRM.xaa;356
IHBDRN.xaa;362
IHBDRO.xaa;363
IFEDRO.xaa;363
IIAARP.xaa;368
IGCBMN.xaa;372
IHBDMO.xaa;373
IFEARM.xaa;374
IKCAMN.xaa;375
IFBDMO.xaa;375
IHAARP.xaa;375
IIEAMO.xaa;379
IGBDRO.xaa;382
IFCBRM.xaa;382
IGBDRN.xaa;383
ICABRO.xaa;384
ICAARM.xaa;392
IFADMP.xaa;396
IJAAMP.xaa;397
IECBRN.xaa;397
IGEBRM.xaa;405
IHADMP.xaa;411
IHEDRO.xaa;413
IGBDMO.xaa;414
ICBDRO.xaa;415
IKEAMO.xaa;419
IGADMP.xaa;430
